NU_ANO_CENSO|CO_OCDE_AREA_GERAL|NO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_OCDE_AREA_DETALHADA|CO_OCDE|NO_OCDE
2017|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|145F10|Formação de professor de geografia
2017|2|Humanidades e artes|21|Artes|211|Belas artes|211P01|Pintura (artística)
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225H04|História da literatura
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G28|Gestão de supermercados
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380H01|História do direito
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441F04|Física nuclear
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521M03|Mecânica de precisão
2017|7|Saúde e bem estar social|72|Saúde|720|Saúde (cursos gerais)|720E01|Educação física
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483A01|Análise de sistemas
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851C02|Controle ambiental
2017|8|Serviços|85|Proteção ambiental|853|Serviços comunitários de saneamento|853I01|Inspeção sanitária
2017|8|Serviços|86|Serviços de segurnça|863|Setor militar e de defesa|863F01|Formação militar
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723H01|Higiene infantil (enfermagem)
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T07|Tecnologia de raio-x (médica)
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762A02|Aconselhamento e orientação familiar e conjugal
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215F01|Fabricação de instrumentos musicais (não industrial)
2017|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|312|Sociologia e estudos culturais|312S01|Sociologia
2017|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|146F18|Formação de professor de geologia
2017|2|Humanidades e artes|21|Artes|213|Técnicas audiovisuais e produção de mídia|213P01|Produção cinematográfica
2017|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|145F06|Formação de professor de estatística
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482C01|Comércio eletrônico
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522G01|Geração de energia elétrica
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|347|Vida profissional|347V01|Vida profissional
2017|4|Ciências, matemática e computação|42|Ciências|422|Ciências ambientais|422S01|Saneamento ambiental
2017|4|Ciências, matemática e computação|46|Matemática e estatística|462|Estatística|462P01|Projetos de pesquisas (survey design)
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|341|Vendas em atacado e varejo|341C03|Compras, licitações e contratos
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343S01|Seguros
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E07|Engenharia de hardware
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|524|Química e engenharia de processos|524E06|Engenharia nuclear
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|525|Veículos a motor, construção naval e aeronáutica|525E06|Engenharia de veículos e motores
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P05|Processamento de carnes
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542F02|Fabricação de calçados
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543E03|Engenharia de materiais - plástico
2017|5|Engenharia, produção e construção|54|Produção e processamento|544|Mineração e extração|544E05|Extração de petróleo e gás
2017|5|Engenharia, produção e construção|58|Arquitetura e construção|581|Arquitetura e urbanismo|581P08|Projetos de construção
2017|5|Engenharia, produção e construção|58|Arquitetura e construção|582|Engenharia civil e de construção|582E05|Engenharia de docas e instalações portuárias
2017|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|621A03|Agroindústria
2017|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|621Z01|Zootecnia
2017|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|623|Engenharia florestal - silvicultura|623P01|Preservação de florestas
2017|7|Saúde e bem estar social|72|Saúde|721|Medicina|721C01|Cardiologia
2017|7|Saúde e bem estar social|72|Saúde|721|Medicina|721M02|Medicina geral
2017|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|146F36|Formação de professor de engenharia florestal
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343F02|Formação de executivos para instituições financeiras
2017|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|146F37|Formação de professor em ciências ambientais
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345F01|Formação de executivos
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481C02|Computação gráfica
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482S06|Softwares para computação gráfica
2017|5|Engenharia, produção e construção|54|Produção e processamento|544|Mineração e extração|544E06|Engenharia geológica
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541T03|Tecnologia em produção de cachaça
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483A02|Análise e Desenvolvimento de Sistemas (Tecnólogo)
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812T03|Gestão de Turismo (Tecnólogo)
2017|8|Serviços|81|Serviços pessoais|815|Serviços de beleza|815E01|Curso Estética e Cosmética
2017|8|Serviços|81|Serviços pessoais|811|Hotelaria, restaurantes  e serviços de alimentação|811H03|Hotelaria (Tecnólogo)
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851R01|Reciclagem
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851T01|Tecnologia da proteção ambiental
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851T02|Tecnologia ecológica
2017|8|Serviços|85|Proteção ambiental|852|Ambientes naturais e vida selvagem|852A01|Administração de parques nacionais
2017|8|Serviços|85|Proteção ambiental|852|Ambientes naturais e vida selvagem|852C01|Conservação da natureza
2017|8|Serviços|85|Proteção ambiental|852|Ambientes naturais e vida selvagem|852C03|Conservação e manejo da terra
2017|8|Serviços|85|Proteção ambiental|852|Ambientes naturais e vida selvagem|852F01|Formação de guardas da vida selvagem
2017|8|Serviços|85|Proteção ambiental|852|Ambientes naturais e vida selvagem|852M01|Manejo da vida selvagem
2017|8|Serviços|85|Proteção ambiental|853|Serviços comunitários de saneamento|853C01|Coleta de lixo
2017|8|Serviços|85|Proteção ambiental|853|Serviços comunitários de saneamento|853I02|Inspeção sanitária de alimentos
2017|8|Serviços|85|Proteção ambiental|853|Serviços comunitários de saneamento|853I03|Inspeção sanitária de medicamentos e suplementos alimentares
2017|8|Serviços|85|Proteção ambiental|853|Serviços comunitários de saneamento|853T02|Tratamento sanitário (refugos e esgotos)
2017|8|Serviços|86|Serviços de segurnça|861|Proteção de pessoas e de propriedades|861D01|Defesa civil
2017|8|Serviços|86|Serviços de segurnça|861|Proteção de pessoas e de propriedades|861S01|Segurança civil
2017|1|Educação|14|Formação de professor e ciências da educação|144|Formação de professor da educação básica|144I01|Licenciatura Intercultural
2017|8|Serviços|86|Serviços de segurnça|861|Proteção de pessoas e de propriedades|861S02|Segurança pública
2017|8|Serviços|86|Serviços de segurnça|861|Proteção de pessoas e de propriedades|861S04|Serviços alfandegários
2017|8|Serviços|86|Serviços de segurnça|862|Saúde e segurança do trabalho|862E01|Ergonomia
2017|8|Serviços|86|Serviços de segurnça|862|Saúde e segurança do trabalho|862H01|Higiene industrial
2017|8|Serviços|86|Serviços de segurnça|862|Saúde e segurança do trabalho|862S02|Stress no trabalho
2017|8|Serviços|86|Serviços de segurnça|863|Setor militar e de defesa|863A01|Arte militar
2017|8|Serviços|86|Serviços de segurnça|863|Setor militar e de defesa|863C01|Ciência militar
2017|8|Serviços|86|Serviços de segurnça|863|Setor militar e de defesa|863E01|Estudos sobre defesa
2017|7|Saúde e bem estar social|72|Saúde|721|Medicina|721P02|Pediatria
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723A01|Atenção a deficientes e incapacitados
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723A02|Atenção primária a idosos
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723E01|Enfermagem
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723E02|Enfermagem básica
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723E06|Enfermagem médico-cirúrgica
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723E08|Enfermagem psiquiátrica
2017|7|Saúde e bem estar social|72|Saúde|723|Enfermagem e atenção primária (assistência básica)|723H02|Higiene médica
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724C02|Cirurgia odontológica
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724E01|Endodontia
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724H01|Higiene dental
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724O01|Odontologia
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724O02|Odontologia clínica
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724P01|Periodontia
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724T01|Tecnologia de laboratório dentário
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724T02|Tecnologia em prótese
2017|7|Saúde e bem estar social|72|Saúde|724|Odontologia|724T03|Tecnologia odontológica
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725B01|Banco de sangue
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725P01|Prótese auditiva
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725P02|Próteses / lentes óticas
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725P03|Próteses ortopédicas
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725R01|Radiologia
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T01|Tecnologia de ambulância
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T03|Tecnologia de laboratório médico
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T04|Tecnologia de medicina legal
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T05|Tecnologia de próteses
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T06|Tecnologia de radiologia
2017|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|725T08|Tecnologia em ortóptica
2017|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|145F27|Formação de professor de ciência política
2017|2|Humanidades e artes|21|Artes|212|Música e artes cênicas|212C03|Circo
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P10|Produção industrial de padaria / farináceos
2017|8|Serviços|85|Proteção ambiental|850|Proteção ambiental (cursos gerais)|850C01|Conservação do solo e das águas
2017|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|311|Psicologia|311P06|Formação de psicólogos
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520E08|Engenharia Biomédica
2017|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|142A03|Avaliação educacional, testes e medidas educacionais - mestres
2017|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|621|Produção agrícola e pecuária|621T05|Tecnologia em produção de grãos
2017|5|Engenharia, produção e construção|58|Arquitetura e construção|582|Engenharia civil e de construção|582M02|Materiais de construção (produção e utilização)
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541C02|Ciência de vinhos (enologia)
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541C03|Ciência dos alimentos
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541E01|Engenharia de alimentos
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541F01|Fabricação de cervejas
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541F03|Fabricação de pães
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541H01|Higiene / manuseio de alimentos
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762A07|Alcoolismo, tabagismo e toxicomania (conhecimentos sobre)
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P03|Preservação de alimentos
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P04|Processamento de alimentos e bebidas
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P07|Processamento do café
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P08|Produção de queijos
2017|5|Engenharia, produção e construção|54|Produção e processamento|541|Processamento de alimentos|541P09|Produção de vinhos
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542B01|Bordados e trabalhos de agulha (industriais)
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542C01|Ciência da lã
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542E01|Engenharia de produção têxtil
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542E02|Engenharia industrial têxtil
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542E03|Engenharia têxtil
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542E04|Estofamento
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542F01|Fabricação de artigos de couro
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542I01|Indústria do vestuário
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542I02|Indústria têxtil
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542P01|Peleteria
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542P03|Produção de artigos de couro
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542P04|Produção de peles e couros
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542T01|Tecelagem (industrial)
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542T02|Técnicas têxteis
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542T03|Têxteis, vestuário e calçados
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542T04|Trabalhos em lã
2017|5|Engenharia, produção e construção|54|Produção e processamento|542|Têxteis, roupas, calçados, couros|542T06|Tricô (industrial)
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543C02|Construção de barcos (não motorizados)
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543E01|Engenharia de materiais - madeira
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543E02|Engenharia de materiais - papel
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543E05|Engenharia de produção de materiais
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543F01|Fabricação de borracha
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543F02|Fabricação de fibra sintética
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543F03|Fabricação de móveis
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543F04|Fabricação de plásticos
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543F05|Fabricação e processamento de papel
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543M01|Marcenaria / carpintaria (industrial)
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543P01|Processamento de borracha
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543P02|Produção de vidro (industrial)
2017|0|Área básica|01|Área básica de cursos|010|Área básica de cursos|010B00|Área básica de cursos
